"Issue Date","Issue No","Tenor","Weighted Average Rate"
"25/09/2000","1384","91","10.588"
"18/09/2000","1383","91","10.367"
"11/09/2000","1382","91","10.337"
"04/09/2000","1381","91","10.149"
"28/08/2000","1380","91","9.7"
"21/08/2000","1379","91","9.099"
"14/08/2000","1378","91","8.96"
"07/08/2000","1377","91","9.222"
"31/07/2000","1376","91","9.523"
"24/07/2000","1375","91","9.817"
"17/07/2000","1374","91","10.003"
"10/07/2000","1373","91","10.118"
"03/07/2000","1372","91","10.061"
"26/06/2000","1371","91","10.005"
"19/06/2000","1370","91","10.279"
"12/06/2000","1369","91","10.614"
"05/06/2000","1368","91","10.998"
"29/05/2000","1367","91","11.16"
"22/05/2000","1366","91","11.055"
"15/05/2000","1365","91","11.014"
"08/05/2000","1364","91","11.276"
"01/05/2000","1363","91","11.606"
"24/04/2000","1362","91","12.089"
"17/04/2000","1361","91","12.534"
"10/04/2000","1360","91","12.76"
"03/04/2000","1359","91","12.386"
"27/03/2000","1358","91","11.902"
"20/03/2000","1357","91","11.357"
"13/03/2000","1356","91","10.911"
"06/03/2000","1355","91","10.943"
"28/02/2000","1354","91","12.271"
"21/02/2000","1353","91","14.128"
"14/02/2000","1352","91","15.706"
"07/02/2000","1351","91","17.271"
"31/01/2000","1350","91","18.92"
"24/01/2000","1349","91","19.998"
"17/01/2000","1348","91","20.65"
"10/01/2000","1347","91","20.969"
"03/01/2000","1346","91","20.938"
"27/12/1999","1345","91","20.467"
"20/12/1999","1344","91","20.086"
"13/12/1999","1343","91","19.784"
"06/12/1999","1342","91","19.561"
"29/11/1999","1341","91","18.691"
"22/11/1999","1340","91","18.312"
"15/11/1999","1339","91","18.092"
"08/11/1999","1338","91","17.84"
"01/11/1999","1337","91","17.742"
"25/10/1999","1336","91","17.793"
"18/10/1999","1335","91","17.716"
"11/10/1999","1334","91","17.622"
"04/10/1999","1333","91","17.379"
"27/09/1999","1332","91","16.737"
"20/09/1999","1331","91","15.908"
"13/09/1999","1330","91","15.299"
"06/09/1999","1329","91","15.166"
"30/08/1999","1328","91","14.935"
"23/08/1999","1327","91","14.9"
"16/08/1999","1326","91","14.881"
"09/08/1999","1325","91","14.787"
"02/08/1999","1324","91","14.709"
"26/07/1999","1323","91","14.806"
"19/07/1999","1322","91","14.683"
"12/07/1999","1321","91","14.373"
"05/07/1999","1320","91","14.025"
"28/06/1999","1319","91","13.404"
"21/06/1999","1318","91","12.264"
"14/06/1999","1317","91","10.324"
"07/06/1999","1316","91","9.777"
"31/05/1999","1315","91","9.585"
"24/05/1999","1314","91","9.669"
"17/05/1999","1313","91","9.753"
"10/05/1999","1312","91","9.667"
"03/05/1999","1311","91","9.457"
"26/04/1999","1310","91","9.274"
"19/04/1999","1309","91","9.058"
"12/04/1999","1308","91","8.808"
"05/04/1999","1307","91","8.973"
"29/03/1999","1306","91","9.239"
"22/03/1999","1305","91","9.453"
"15/03/1999","1304","91","9.069"
"08/03/1999","1303","91","8.61"
"01/03/1999","1302","91","7.853"
"22/02/1999","1301","91","7.965"
"15/02/1999","1300","91","8.594"
"08/02/1999","1299","91","9.242"
"01/02/1999","1298","91","9.999"
"25/01/1999","1297","91","10.594"
"18/01/1999","1296","91","10.775"
"11/01/1999","1295","91","10.737"
"04/01/1999","1294","91","10.706"
"28/12/1998","1293","91","11.068"
"21/12/1998","1292","91","11.882"
"14/12/1998","1291","91","12.959"
"07/12/1998","1290","91","14.349"
"30/11/1998","1289","91","15.786"
"23/11/1998","1288","91","16.896"
"16/11/1998","1287","91","17.765"
"09/11/1998","1286","91","18.6"
"02/11/1998","1285","91","19.265"
"26/10/1998","1284","91","19.816"
"19/10/1998","1283","91","20.244"
"12/10/1998","1282","91","20.878"
"05/10/1998","1281","91","21.408"
"28/09/1998","1280","91","21.996"
"21/09/1998","1279","91","22.355"
"14/09/1998","1278","91","22.612"
"07/09/1998","1277","91","22.933"
"31/08/1998","1276","91","23.196"
"24/08/1998","1275","91","23.549"
"17/08/1998","1274","91","23.796"
"10/08/1998","1273","91","23.988"
"03/08/1998","1272","91","24.174"
"27/07/1998","1271","91","24.453"
"20/07/1998","1270","91","24.575"
"13/07/1998","1269","91","24.744"
"06/07/1998","1268","91","24.916"
"29/06/1998","1267","91","25.116"
"22/06/1998","1266","91","25.402"
"15/06/1998","1265","91","25.424"
"08/06/1998","1264","91","25.698"
"01/06/1998","1263","91","25.736"
"25/05/1998","1262","91","25.995"
"18/05/1998","1261","91","26.279"
"11/05/1998","1260","91","26.477"
"04/05/1998","1259","91","26.773"
"27/04/1998","1258","91","26.962"
"20/04/1998","1257","91","26.992"
"13/04/1998","1256","91","26.99"
"06/04/1998","1255","91","26.98"
"30/03/1998","1254","91","26.903"
"23/03/1998","1253","91","26.893"
"16/03/1998","1252","91","26.77"
"09/03/1998","1251","91","26.606"
"02/03/1998","1250","91","26.507"
"23/02/1998","1249","91","26.407"
"16/02/1998","1248","91","26.345"
"09/02/1998","1247","91","26.301"
"02/02/1998","1246","91","26.252"
"26/01/1998","1245","91","26.277"
"19/01/1998","1244","91","26.269"
"12/01/1998","1243","91","26.31"
"05/01/1998","1242","91","26.273"
"29/12/1997","1241","91","26.273"
"22/12/1997","1240","91","26.386"
"15/12/1997","1239","91","26.343"
"08/12/1997","1238","91","26.363"
"01/12/1997","1237","91","26.48"
"24/11/1997","1236","91","26.505"
"17/11/1997","1235","91","26.63"
"10/11/1997","1234","91","26.845"
"03/11/1997","1233","91","27.147"
"27/10/1997","1232","91","27.204"
"20/10/1997","1231","91","27.142"
"13/10/1997","1230","91","27.089"
"06/10/1997","1229","91","27.154"
"29/09/1997","1228","91","27.162"
"22/09/1997","1227","91","26.761"
"15/09/1997","1226","91","26.104"
"08/09/1997","1225","91","25.686"
"01/09/1997","1224","91","25.263"
"25/08/1997","1223","91","23.576"
"18/08/1997","1222","91","18.783"
"11/08/1997","1221","91","18.199"
"04/08/1997","1220","91","18.22"
"28/07/1997","1219","91","18.269"
"21/07/1997","1218","91","18.338"
"14/07/1997","1217","91","18.471"
"07/07/1997","1216","91","18.72"
"30/06/1997","1215","91","18.961"
"23/06/1997","1214","91","19.246"
"16/06/1997","1213","91","19.422"
"09/06/1997","1212","91","19.677"
"03/06/1997","1211","91","19.904"
"26/05/1997","1210","91","20.149"
"19/05/1997","1209","91","20.298"
"12/05/1997","1208","91","20.398"
"05/05/1997","1207","91","20.56"
"28/04/1997","1206","91","20.786"
"21/04/1997","1205","91","20.9"
"14/04/1997","1204","91","20.991"
"07/04/1997","1203","91","21.179"
"01/04/1997","1202","91","21.256"
"24/03/1997","1201","91","21.363"
"17/03/1997","1200","91","21.404"
"10/03/1997","1199","91","21.45"
"03/03/1997","1198","91","21.465"
"24/02/1997","1197","91","21.546"
"17/02/1997","1196","91","21.55"
"10/02/1997","1195","91","21.447"
"03/02/1997","1194","91","21.202"
"27/01/1997","1193","91","21.625"
"20/01/1997","1192","91","21.633"
"13/01/1997","1191","91","21.575"
"06/01/1997","1190","91","21.604"
